,ascent,conditionDate,conditionDetails,conditionStatus,descent,difficulty,high,id,imgMedium,imgSmall,imgSmallMed,imgSqSmall,latitude,length,location,longitude,low,name,starVotes,stars,summary,type,url
44,155,1970-01-01 00:00:00,,Unknown,-122,green,668,7035492,https://cdn-files.apstatic.com/hike/7035701_medium_1555020720.jpg,https://cdn-files.apstatic.com/hike/7035701_small_1555020720.jpg,https://cdn-files.apstatic.com/hike/7035701_smallMed_1555020720.jpg,https://cdn-files.apstatic.com/hike/7035701_sqsmall_1555020720.jpg,45.8316,2.7,"Yacolt, Washington",-122.3887,545,East Fork of the Lewis River Trail,6,3.8,"A wide, comfortable, gravel trail that follows the East Fork of the Lewis River.",Trail,https://www.hikingproject.com/trail/7035492/east-fork-of-the-lewis-river-trail
48,1581,1970-01-01 00:00:00,,Unknown,-1130,black,1569,7034881,https://cdn-files.apstatic.com/hike/7043875_medium_1555109174.jpg,https://cdn-files.apstatic.com/hike/7043875_small_1555109174.jpg,https://cdn-files.apstatic.com/hike/7043875_smallMed_1555109174.jpg,https://cdn-files.apstatic.com/hike/7043875_sqsmall_1555109174.jpg,45.8325,8.1,"Yacolt, Washington",-122.3943,660,Bells Mountain Trail,4,4.3,An enjoyable trail with nice views.,Trail,https://www.hikingproject.com/trail/7034881/bells-mountain-trail
52,5600,2019-05-15 14:17:07,"Snowy, Some Mud - 5/14/2019 Snow exists in gulleys treeline on up. Ridges bare up to 5700 near weather station. No view from top. Snow & sleet.",All Clear,-5599,black,8258,7030832,https://cdn-files.apstatic.com/hike/7034424_medium_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_small_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_smallMed_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_sqsmall_1555000224.jpg,46.1308,10.5,"Amboy, Washington",-122.1715,2675,Mount St. Helens Winter Route: Worm Flows,10,4.9,The Worm Flows Climbing Route is the most direct winter route to the summit of Mount St. Helens.,Featured Hike,https://www.hikingproject.com/trail/7030832/mount-st-helens-winter-route-worm-flows
53,369,2019-07-01 01:10:13,,All Clear,-377,blue,2458,7012517,https://cdn-files.apstatic.com/hike/7009220_medium_1554396058.jpg,https://cdn-files.apstatic.com/hike/7009220_small_1554396058.jpg,https://cdn-files.apstatic.com/hike/7009220_smallMed_1554396058.jpg,https://cdn-files.apstatic.com/hike/7009220_sqsmall_1554396058.jpg,46.1084,2.5,"Amboy, Washington",-122.2114,2081,Ape Cave,21,4.4,Underground tunnel through old lava tubes.,Featured Hike,https://www.hikingproject.com/trail/7012517/ape-cave
54,5697,2019-06-10 16:14:23,"Dry, Snowy - 6/9/19. some snow after you connect to Loowit trail, dray after. water at mile 7.8 (Toutle river) and again at 18.5. second water is just past the nasty muddy filter killing water at about 17 miles. one more trickle after that, then dry.",All Clear,-5696,black,4886,7054020,https://cdn-files.apstatic.com/hike/7007648_medium_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_small_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_smallMed_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_sqsmall_1554323316.jpg,46.1467,29.4,"Amboy, Washington",-122.1831,3248,Loowit Loop,5,5.0,The Loowit Trail full circumnavigation.,Featured Hike,https://www.hikingproject.com/trail/7054020/loowit-loop
55,4489,2019-07-03 20:05:09,Dry - 6/30/19. 4.24mi to crater rim. Challenged even as avid CO hiker! 1.25mi of boulder field tough up and down! 21% avg grade.,All Clear,-4488,dblack,8232,7034465,https://cdn-files.apstatic.com/hike/7034424_medium_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_small_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_smallMed_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_sqsmall_1555000224.jpg,46.1467,8.8,"Amboy, Washington",-122.1831,3771,Mount St. Helens Summer Climbing Route: Monitor Ridge,9,4.7,This is a summertime out-and-back route to Mount St. Helens' crater rim. A permit is required.,Featured Hike,https://www.hikingproject.com/trail/7034465/mount-st-helens-summer-climbing-route-monitor-ridge
56,1024,1970-01-01 00:00:00,,Unknown,-1022,black,3672,7019340,https://cdn-files.apstatic.com/hike/7020128_medium_1554837865.jpg,https://cdn-files.apstatic.com/hike/7020128_small_1554837865.jpg,https://cdn-files.apstatic.com/hike/7020128_smallMed_1554837865.jpg,https://cdn-files.apstatic.com/hike/7020128_sqsmall_1554837865.jpg,46.1372,4.6,"Amboy, Washington",-122.1568,2730,June Lake Loop,2,4.0,A quick hike to the Loowit Trail with via June Lake with views of Mt. St Helens.,Featured Hike,https://www.hikingproject.com/trail/7019340/june-lake-loop
57,673,1970-01-01 00:00:00,,Unknown,-537,blueBlack,4829,7010439,https://cdn-files.apstatic.com/hike/7007648_medium_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_small_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_smallMed_1554323316.jpg,https://cdn-files.apstatic.com/hike/7007648_sqsmall_1554323316.jpg,46.1955,3.7,"Morton, Washington",-122.135,4192,Loowit #216: Ape Canyon - Windy,1,5.0,Scenic connector trail that rolls along wide open pumice fields at the remnants of the blast zone.,Trail,https://www.hikingproject.com/trail/7010439/loowit-216-ape-canyon-windy
58,325,1970-01-01 00:00:00,,Unknown,-213,blueBlack,4890,7010435,,,,,46.1935,1.9,"Morton, Washington",-122.2372,4621,Loowit #216: Sheep Canyon - Butte Camp,1,5.0,Bob above and below tree line on this rugged trail.,Trail,https://www.hikingproject.com/trail/7010435/loowit-216-sheep-canyon-butte-camp
59,4469,1970-01-01 00:00:00,,Unknown,-14,black,8264,7035047,https://cdn-files.apstatic.com/hike/7034424_medium_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_small_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_smallMed_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_sqsmall_1555000224.jpg,46.159,2.8,"Amboy, Washington",-122.1758,3809,Worm Flows Climbing Route,3,4.7,The Worm Flows Climbing Route is the main way to the summit of Mount St. Helens during winter and early spring.,Trail,https://www.hikingproject.com/trail/7035047/worm-flows-climbing-route
60,2798,1970-01-01 00:00:00,,Unknown,-1149,greenBlue,3474,7034627,https://cdn-files.apstatic.com/hike/7035153_medium_1555018856.jpg,https://cdn-files.apstatic.com/hike/7035153_small_1555018856.jpg,https://cdn-files.apstatic.com/hike/7035153_smallMed_1555018856.jpg,https://cdn-files.apstatic.com/hike/7035153_sqsmall_1555018856.jpg,45.9403,11.5,"Amboy, Washington",-122.2291,1171,Siouxon Creek,5,4.2,Excellent singletrack in a beautiful old-growth forest with stunning scenery.,Trail,https://www.hikingproject.com/trail/7034627/siouxon-creek
61,683,1970-01-01 00:00:00,,Unknown,-11,greenBlue,3402,7019349,https://cdn-files.apstatic.com/hike/7020124_medium_1554837856.jpg,https://cdn-files.apstatic.com/hike/7020124_small_1554837856.jpg,https://cdn-files.apstatic.com/hike/7020124_smallMed_1554837856.jpg,https://cdn-files.apstatic.com/hike/7020124_sqsmall_1554837856.jpg,46.1371,1.5,"Amboy, Washington",-122.1569,2730,June Lake Trail #216B,3,4.3,An easy forest trail to June Lake that gets steep leading to the intersection with the Loowit Trail.,Trail,https://www.hikingproject.com/trail/7019349/june-lake-trail-216b
63,3580,2019-07-03 20:03:41,Dry - 6/30/19. 4.24mi to crater rim. Challenged even as avid CO hiker! 1.25mi of boulder field tough up and down! 21% avg grade.,All Clear,-21,black,8278,7034998,https://cdn-files.apstatic.com/hike/7034424_medium_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_small_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_smallMed_1555000224.jpg,https://cdn-files.apstatic.com/hike/7034424_sqsmall_1555000224.jpg,46.1649,2.5,"Amboy, Washington",-122.1906,4719,Monitor Ridge Climbing Route,2,4.0,This is a summertime out-and-back route to Mount St. Helens' crater rim. Permit required.,Trail,https://www.hikingproject.com/trail/7034998/monitor-ridge-climbing-route
65,3440,1970-01-01 00:00:00,,Unknown,-1865,blue,4063,7041992,https://cdn-files.apstatic.com/hike/7039957_medium_1555092869.jpg,https://cdn-files.apstatic.com/hike/7039957_small_1555092869.jpg,https://cdn-files.apstatic.com/hike/7039957_smallMed_1555092869.jpg,https://cdn-files.apstatic.com/hike/7039957_sqsmall_1555092869.jpg,45.9423,9.3,"Amboy, Washington",-122.2081,996,Huffman Peak Trail #129,1,4.0,This is a long traverse of Huffman and Siouxon Peaks with views of Northwest volcanos.,Trail,https://www.hikingproject.com/trail/7041992/huffman-peak-trail-129
66,291,1970-01-01 00:00:00,,Unknown,-332,blueBlack,4800,7010436,,,,,46.1753,2.1,"Amboy, Washington",-122.2175,4576,Loowit #216: Butte Camp - Ptarmigan,1,4.0,Contour around Mt. Saint Helens' southern flanks and over the massive Swift Creek Lava Flow.,Trail,https://www.hikingproject.com/trail/7010436/loowit-216-butte-camp-ptarmigan
67,76,1970-01-01 00:00:00,,Unknown,-1402,black,4731,7010437,https://cdn-files.apstatic.com/hike/7020127_medium_1554837863.jpg,https://cdn-files.apstatic.com/hike/7020127_small_1554837863.jpg,https://cdn-files.apstatic.com/hike/7020127_smallMed_1554837863.jpg,https://cdn-files.apstatic.com/hike/7020127_sqsmall_1554837863.jpg,46.165,2.9,"Amboy, Washington",-122.1906,3404,Loowit #216: Ptarmigan - June Lake,1,4.0,Meander through subalpine forest and across lava flows as you descend to June Lake.,Trail,https://www.hikingproject.com/trail/7010437/loowit-216-ptarmigan-june-lake
68,996,1970-01-01 00:00:00,,Unknown,0,blue,3670,7019423,,,,,46.1308,2.3,"Amboy, Washington",-122.1715,2674,Swift Ski Trail #244,2,3.5,This is the main winter trail used to access the Worm Flows Climbing Route.,Trail,https://www.hikingproject.com/trail/7019423/swift-ski-trail-244
69,23,2019-06-16 23:26:57,,All Clear,-1383,black,4747,7064362,,,,,46.1754,2.9,"Amboy, Washington",-122.2176,3388,Butte Camp,2,3.5,Needs Summary,Trail,https://www.hikingproject.com/trail/7064362/butte-camp
70,951,1970-01-01 00:00:00,,Unknown,-2,blue,4715,7034988,,,,,46.1467,2.0,"Amboy, Washington",-122.1831,3767,Ptarmigan Trail,1,3.0,A moderate climb leads through beautiful forest on the way to either Monitor Ridge or the Loowit Trail.,Trail,https://www.hikingproject.com/trail/7034988/ptarmigan-trail
71,1246,1970-01-01 00:00:00,,Unknown,-443,blue,4509,7010438,,,,,46.1538,4.2,"Amboy, Washington",-122.1575,3387,Loowit #216: June Lake - Ape Canyon,1,3.0,An easily accessible section of the longer Loowit Trail.,Trail,https://www.hikingproject.com/trail/7010438/loowit-216-june-lake-ape-canyon
72,1709,1970-01-01 00:00:00,,Unknown,-1024,black,4696,7010434,,,,,46.2149,4.0,"Morton, Washington",-122.2459,3242,Loowit #216: Castle Ridge - Sheep Canyon,1,3.0,A rugged section of the Loowit Trail that descends from Castle Ridge to the river.,Trail,https://www.hikingproject.com/trail/7010434/loowit-216-castle-ridge-sheep-canyon
73,2225,1970-01-01 00:00:00,,Unknown,-2442,black,3493,7064685,https://cdn-files.apstatic.com/hike/7039960_medium_1555092876.jpg,https://cdn-files.apstatic.com/hike/7039960_small_1555092876.jpg,https://cdn-files.apstatic.com/hike/7039960_smallMed_1555092876.jpg,https://cdn-files.apstatic.com/hike/7039960_sqsmall_1555092876.jpg,45.9609,6.6,"Amboy, Washington",-122.1297,1299,Horseshoe Ridge,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064685/horseshoe-ridge
74,2549,1970-01-01 00:00:00,,Unknown,-1791,blue,3960,7065871,,,,,46.1435,10.9,"Amboy, Washington",-122.2932,2479,Toutle Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065871/toutle-trail
75,706,1970-01-01 00:00:00,,Unknown,-738,greenBlue,3452,7065542,,,,,46.1415,4.7,"Amboy, Washington",-122.1198,2795,Sasquatch,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065542/sasquatch
76,2298,1970-01-01 00:00:00,,Unknown,-1173,blueBlack,3446,7064629,,,,,46.1437,6.8,"Amboy, Washington",-122.3238,2056,Fossil,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064629/fossil
77,1755,1970-01-01 00:00:00,,Unknown,-38,black,3218,7065535,,,,,45.8142,3.2,"Yacolt, Washington",-122.244,1473,Summit Springs Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065535/summit-springs-trail
78,1204,1970-01-01 00:00:00,,Unknown,-1444,greenBlue,3275,7064817,,,,,46.1185,9.8,"Amboy, Washington",-122.206,2054,Kalama Ski Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064817/kalama-ski-trail
79,37,1970-01-01 00:00:00,,Unknown,-1284,black,4639,7065538,,,,,46.1935,2.1,"Morton, Washington",-122.2372,3392,Sheep Canyon Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065538/sheep-canyon-trail
80,2672,1970-01-01 00:00:00,,Unknown,-1397,black,3836,7064482,,,,,46.1437,7.5,"Amboy, Washington",-122.3238,2016,Cinnamon,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064482/cinnamon
81,75,1970-01-01 00:00:00,,Unknown,-81,green,2659,7065061,,,,,46.1301,1.1,"Amboy, Washington",-122.1703,2589,Marble Mountain XC Ski Loop,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065061/marble-mountain-xc-ski-loop
82,1883,1970-01-01 00:00:00,,Unknown,-62,black,3452,7064561,,,,,45.8239,3.7,"Yacolt, Washington",-122.1652,1618,East Fork,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064561/east-fork
83,1357,1970-01-01 00:00:00,,Unknown,-103,blue,3983,7064385,https://cdn-files.apstatic.com/hike/7054313_medium_1555706620.jpg,https://cdn-files.apstatic.com/hike/7054313_small_1555706620.jpg,https://cdn-files.apstatic.com/hike/7054313_smallMed_1555706620.jpg,https://cdn-files.apstatic.com/hike/7054313_sqsmall_1555706620.jpg,46.1423,5.0,"Amboy, Washington",-122.2674,2712,Blue Lake Horse,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064385/blue-lake-horse
84,704,1970-01-01 00:00:00,,Unknown,-372,blue,3060,7065799,https://cdn-files.apstatic.com/hike/7054624_medium_1555707218.jpg,https://cdn-files.apstatic.com/hike/7054624_small_1555707218.jpg,https://cdn-files.apstatic.com/hike/7054624_smallMed_1555707218.jpg,https://cdn-files.apstatic.com/hike/7054624_sqsmall_1555707218.jpg,46.1314,3.3,"Amboy, Washington",-122.1692,2474,West Fork Snowmobile Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065799/west-fork-snowmobile-trail
85,102,1970-01-01 00:00:00,,Unknown,-36,green,2946,7064797,https://cdn-files.apstatic.com/hike/7054320_medium_1555706644.jpg,https://cdn-files.apstatic.com/hike/7054320_small_1555706644.jpg,https://cdn-files.apstatic.com/hike/7054320_smallMed_1555706644.jpg,https://cdn-files.apstatic.com/hike/7054320_sqsmall_1555706644.jpg,46.1546,1.0,"Amboy, Washington",-122.2734,2864,Goat Marsh,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064797/goat-marsh
86,63,1970-01-01 00:00:00,,Unknown,-70,green,2693,7064252,,,,,46.1356,1.2,"Amboy, Washington",-122.1575,2627,Beaver Loop,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064252/beaver-loop
87,152,1970-01-01 00:00:00,,Unknown,-97,green,2787,7065257,,,,,46.1312,1.8,"Amboy, Washington",-122.1704,2686,Pine Martin Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065257/pine-martin-trail
93,257,1970-01-01 00:00:00,,Unknown,-257,blue,2835,7058614,https://cdn-files.apstatic.com/hike/7052940_medium_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_small_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_smallMed_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_sqsmall_1555697480.jpg,46.1657,1.2,"Amboy, Washington",-122.0883,2577,Lava Canyon Loop,1,4.0,A loop around the interpretive Lava Canyon Trail.,Featured Hike,https://www.hikingproject.com/trail/7058614/lava-canyon-loop
94,588,1970-01-01 00:00:00,,Unknown,-2927,black,4500,7036589,,,,,46.2503,10.2,"Morton, Washington",-122.137,1714,Smith Creek Trail #225,1,5.0,A steep descent through Mt St. Helens's pumice to the canyon below.,Trail,https://www.hikingproject.com/trail/7036589/smith-creek-trail-225
98,1569,1970-01-01 00:00:00,,Unknown,-256,blueBlack,4187,7035605,https://cdn-files.apstatic.com/hike/7035821_medium_1555020959.jpg,https://cdn-files.apstatic.com/hike/7035821_small_1555020959.jpg,https://cdn-files.apstatic.com/hike/7035821_smallMed_1555020959.jpg,https://cdn-files.apstatic.com/hike/7035821_sqsmall_1555020959.jpg,46.1654,4.6,"Amboy, Washington",-122.0922,2875,Ape Canyon Trail,2,4.5,A climb up the base of Mt. St. Helens.,Trail,https://www.hikingproject.com/trail/7035605/ape-canyon-trail
104,1507,1970-01-01 00:00:00,,Unknown,-113,blue,2873,7041999,https://cdn-files.apstatic.com/hike/7039959_medium_1555092873.jpg,https://cdn-files.apstatic.com/hike/7039959_small_1555092873.jpg,https://cdn-files.apstatic.com/hike/7039959_smallMed_1555092873.jpg,https://cdn-files.apstatic.com/hike/7039959_sqsmall_1555092873.jpg,45.9599,3.4,"Amboy, Washington",-122.1167,1480,Chinook Creek Trail #130A,1,4.0,This trail passes Chinook Creek Waterfall and climbs through old growth forest to the Huffman Peak Trail #129.,Trail,https://www.hikingproject.com/trail/7041999/chinook-creek-trail-130a
110,2531,1970-01-01 00:00:00,,Unknown,-334,dblack,3815,7042002,https://cdn-files.apstatic.com/hike/7039963_medium_1555092882.jpg,https://cdn-files.apstatic.com/hike/7039963_small_1555092882.jpg,https://cdn-files.apstatic.com/hike/7039963_smallMed_1555092882.jpg,https://cdn-files.apstatic.com/hike/7039963_sqsmall_1555092882.jpg,45.961,2.8,"Amboy, Washington",-122.1306,1419,Wildcat Trail #156,2,3.0,"A short, but steep, trail from Siouxon Creek  past Wildcat Falls, to the Huffman Peak Trail #129.",Trail,https://www.hikingproject.com/trail/7042002/wildcat-trail-156
114,18,1970-01-01 00:00:00,,Unknown,-1137,blueBlack,2836,7059026,https://cdn-files.apstatic.com/hike/7052940_medium_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_small_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_smallMed_1555697480.jpg,https://cdn-files.apstatic.com/hike/7052940_sqsmall_1555697480.jpg,46.1657,2.5,"Amboy, Washington",-122.0883,1718,Lava Canyon Trail #184,1,3.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7059026/lava-canyon-trail-184
115,1181,1970-01-01 00:00:00,,Unknown,-31,blue,2900,7036590,,,,,46.1875,3.4,"Morton, Washington",-122.0609,1731,FR 83 Extension,1,2.0,A decommissioned fire road transitioning to singletrack.,Trail,https://www.hikingproject.com/trail/7036590/fr-83-extension
116,2981,1970-01-01 00:00:00,,Unknown,-597,black,4182,7065474,,,,,45.8843,5.8,"Stevenson, Washington",-121.999,1286,Soda Peaks Lake,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065474/soda-peaks-lake
131,105,1970-01-01 00:00:00,,Unknown,-103,greenBlue,2755,7065800,,,,,46.1351,1.4,"Amboy, Washington",-122.1456,2656,Wapiti Loop,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065800/wapiti-loop
137,1704,1970-01-01 00:00:00,,Unknown,-1704,blue,2006,7051377,https://cdn-files.apstatic.com/hike/7048091_medium_1555538491.jpg,https://cdn-files.apstatic.com/hike/7048091_small_1555538491.jpg,https://cdn-files.apstatic.com/hike/7048091_smallMed_1555538491.jpg,https://cdn-files.apstatic.com/hike/7048091_sqsmall_1555538491.jpg,45.8817,7.6,"Stevenson, Washington",-121.9802,1150,Trapper Creek Out-and-Back,2,4.5,Old growth forest trail.,Featured Hike,https://www.hikingproject.com/trail/7051377/trapper-creek-out-and-back
145,27424,2019-05-26 21:20:42,"Mostly Dry, Some Mud",Minor Issues,-23213,blueBlack,7187,7009489,https://cdn-files.apstatic.com/hike/7027526_medium_1554916393.jpg,https://cdn-files.apstatic.com/hike/7027526_small_1554916393.jpg,https://cdn-files.apstatic.com/hike/7027526_smallMed_1554916393.jpg,https://cdn-files.apstatic.com/hike/7027526_sqsmall_1554916393.jpg,45.6618,149.2,"Cascade Locks, Oregon",-121.8975,103,PCT: Cascade Locks to Highway 12 (at White Pass),3,4.3,A section of the Pacific Crest Trail that climbs into the mountains from the Bridge of the Gods.,Trail,https://www.hikingproject.com/trail/7009489/pct-cascade-locks-to-highway-12-at-white-pass
152,726,1970-01-01 00:00:00,,Unknown,-3391,blueBlack,3869,7051379,https://cdn-files.apstatic.com/hike/7048094_medium_1555538495.jpg,https://cdn-files.apstatic.com/hike/7048094_small_1555538495.jpg,https://cdn-files.apstatic.com/hike/7048094_smallMed_1555538495.jpg,https://cdn-files.apstatic.com/hike/7048094_sqsmall_1555538495.jpg,45.9297,8.2,"Amboy, Washington",-122.0357,1160,Trapper Creek Trail #192,1,4.0,Hike through lush old growth forest and by waterfalls in solitude.,Trail,https://www.hikingproject.com/trail/7051379/trapper-creek-trail-192
166,909,1970-01-01 00:00:00,,Unknown,-3124,black,4040,7065242,,,,,45.9496,7.6,"Amboy, Washington",-122.0395,1325,Observation Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065242/observation-trail
170,392,1970-01-01 00:00:00,,Unknown,-20,green,1547,7064549,,,,,45.8824,3.9,"Stevenson, Washington",-121.9799,1175,Dry Creek,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064549/dry-creek
174,2548,1970-01-01 00:00:00,,Unknown,-943,blueBlack,3702,7065259,,,,,45.9198,6.4,"Stevenson, Washington",-121.9648,2063,Paradise Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065259/paradise-trail
178,2289,1970-01-01 00:00:00,,Unknown,-8,black,3810,7064391,,,,,45.927,3.2,"Stevenson, Washington",-121.9816,1528,Big Hollow,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064391/big-hollow
180,2307,1970-01-01 00:00:00,,Unknown,-377,blueBlack,3741,7065633,,,,,46.1781,5.6,"Morton, Washington",-122.0508,1577,Smith Creek Butte,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065633/smith-creek-butte
