,ascent,conditionDate,conditionDetails,conditionStatus,descent,difficulty,high,id,imgMedium,imgSmall,imgSmallMed,imgSqSmall,latitude,length,location,longitude,low,name,starVotes,stars,summary,type,url
15,690,2019-05-19 06:31:06,Fallen Trees - Fallen Tree on Shy Bear Trail just after Fred's Railroad Trail intersection.,Minor Issues,-676,greenBlue,1278,7027304,https://cdn-files.apstatic.com/hike/7031970_medium_1554932139.jpg,https://cdn-files.apstatic.com/hike/7031970_small_1554932139.jpg,https://cdn-files.apstatic.com/hike/7031970_smallMed_1554932139.jpg,https://cdn-files.apstatic.com/hike/7031970_sqsmall_1554932139.jpg,47.5346,5.1,"Newcastle, Washington",-122.1286,676,Cougar Mountain Red Town Loop,28,4.4,This well-maintained rolling loop is a treat just minutes from Seattle.,Featured Hike,https://www.hikingproject.com/trail/7027304/cougar-mountain-red-town-loop
16,1627,1970-01-01 00:00:00,,Unknown,-1623,blue,5845,7002183,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9326,6.5,"Eatonville, Washington",-121.8633,4723,Spray Park,18,4.9,An open forest journey to subalpine meadows and Spray Falls.,Featured Hike,https://www.hikingproject.com/trail/7002183/spray-park
17,3280,2019-05-28 22:19:51,Snowy,Minor Issues,-3279,black,4914,7001921,https://cdn-files.apstatic.com/hike/7011172_medium_1554400100.jpg,https://cdn-files.apstatic.com/hike/7011172_small_1554400100.jpg,https://cdn-files.apstatic.com/hike/7011172_smallMed_1554400100.jpg,https://cdn-files.apstatic.com/hike/7011172_sqsmall_1554400100.jpg,47.5835,6.5,"Seabeck, Washington",-123.2341,1653,Lake of the Angels (Putvin Trail),17,4.8,"One of the greatest, steepest and most majestic destinations in all of Olympic National Park.",Featured Hike,https://www.hikingproject.com/trail/7001921/lake-of-the-angels-putvin-trail
18,4594,2019-06-03 15:01:15,Snowy - Entire trail still under several feat of snow. Hiked on a warm day but it was already getting soft by 8 am. Very sloshy by early afternoon.,Minor Issues,-4592,black,10054,7004893,https://cdn-files.apstatic.com/hike/7011377_medium_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_small_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_smallMed_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_sqsmall_1554559259.jpg,46.7864,8.8,"Eatonville, Washington",-121.7364,5460,Camp Muir,17,4.8,Beautiful mountain views that are well-worth the hard work.,Featured Hike,https://www.hikingproject.com/trail/7004893/camp-muir
19,485,2019-04-07 10:21:22,"Some Mud, Fallen Trees",Minor Issues,-486,greenBlue,746,7004198,https://cdn-files.apstatic.com/hike/7003159_medium_1554233158.jpg,https://cdn-files.apstatic.com/hike/7003159_small_1554233158.jpg,https://cdn-files.apstatic.com/hike/7003159_smallMed_1554233158.jpg,https://cdn-files.apstatic.com/hike/7003159_sqsmall_1554233158.jpg,48.0773,6.7,"Granite Falls, Washington",-121.9326,487,Lime Kiln Trail,26,4.3,An old timber logging route that follows rapids around the bend.,Featured Hike,https://www.hikingproject.com/trail/7004198/lime-kiln-trail
20,1919,2019-05-11 02:52:38,"Snowy - Sketchy traverse with dangerous runout across steep snow-covered slopes, starting at about 1.2 miles in. Wear ice spikes.",Minor Issues,-1918,blueBlack,5507,7002227,https://cdn-files.apstatic.com/hike/7015568_medium_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_small_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_smallMed_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_sqsmall_1554826541.jpg,46.7787,4.6,"Eatonville, Washington",-121.7835,3638,Comet Falls,21,4.6,"An easy to follow journey past three distinct waterfalls, Comet being one of Rainier's highest.",Featured Hike,https://www.hikingproject.com/trail/7002227/comet-falls
21,406,2019-06-02 21:44:35,Some stairs are missing and Uneven. Might be tough for those with mobility issues.,Minor Issues,-405,greenBlue,335,7013499,https://cdn-files.apstatic.com/hike/7055441_medium_1555709128.jpg,https://cdn-files.apstatic.com/hike/7055441_small_1555709128.jpg,https://cdn-files.apstatic.com/hike/7055441_smallMed_1555709128.jpg,https://cdn-files.apstatic.com/hike/7055441_sqsmall_1555709128.jpg,47.6586,4.0,"Seattle, Washington",-122.4081,10,Discovery Park and Lighthouse Loop,21,4.2,An easy hike with views of Mt. Rainier from the West Point Lighthouse.,Featured Hike,https://www.hikingproject.com/trail/7013499/discovery-park-and-lighthouse-loop
22,1365,2019-04-14 05:43:55,,All Clear,-1364,blue,1953,7001958,https://cdn-files.apstatic.com/hike/7001142_medium_1554217771.jpg,https://cdn-files.apstatic.com/hike/7001142_small_1554217771.jpg,https://cdn-files.apstatic.com/hike/7001142_smallMed_1554217771.jpg,https://cdn-files.apstatic.com/hike/7001142_sqsmall_1554217771.jpg,47.5997,6.7,"Seabeck, Washington",-123.1514,727,Lena Lake,24,4.3,Head steadily uphill to enjoy quiet Lena Lake amid Old Growth forest. A favorite east Olympic trail!,Featured Hike,https://www.hikingproject.com/trail/7001958/lena-lake
23,440,1970-01-01 00:00:00,,Unknown,-426,greenBlue,2207,7002149,https://cdn-files.apstatic.com/hike/7019872_medium_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_small_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_smallMed_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_sqsmall_1554837310.jpg,46.7372,2.9,"Tieton, Washington",-121.5667,1870,Silver Falls Loop,15,4.8,"An easy loop trail, climaxing at one of the park's most beautiful waterfalls.",Featured Hike,https://www.hikingproject.com/trail/7002149/silver-falls-loop
24,4730,2019-05-26 23:26:48,Snowy - Snow covering Heather Park still,Minor Issues,-4758,black,6033,7007072,https://cdn-files.apstatic.com/hike/7002553_medium_1554226385.jpg,https://cdn-files.apstatic.com/hike/7002553_small_1554226385.jpg,https://cdn-files.apstatic.com/hike/7002553_smallMed_1554226385.jpg,https://cdn-files.apstatic.com/hike/7002553_sqsmall_1554226385.jpg,48.039,11.8,"Port Angeles, Washington",-123.4316,1848,Heather Park Loop,15,4.7,"A long slog up, but once at the top, the views, and exposed rock are amazing.",Featured Hike,https://www.hikingproject.com/trail/7007072/heather-park-loop
25,11003,1970-01-01 00:00:00,,Unknown,-13119,dblack,7833,7022077,https://cdn-files.apstatic.com/hike/7023885_medium_1554845836.jpg,https://cdn-files.apstatic.com/hike/7023885_small_1554845836.jpg,https://cdn-files.apstatic.com/hike/7023885_smallMed_1554845836.jpg,https://cdn-files.apstatic.com/hike/7023885_sqsmall_1554845836.jpg,48.4754,34.7,"Diablo, Washington",-121.0753,1545,Ptarmigan Traverse,2,5.0,A demanding North American Classic in the heart of the Cascade Mountains.,Featured Hike,https://www.hikingproject.com/trail/7022077/ptarmigan-traverse
26,2603,2019-06-10 11:42:26,"Snowy, Mostly Dry, Fallen Trees - In good shape! Some mud, snow patches, running water and downed trees; all passable. River crossing is high, but doable.",Minor Issues,-2604,blueBlack,4441,7029540,https://cdn-files.apstatic.com/hike/7030300_medium_1554926702.jpg,https://cdn-files.apstatic.com/hike/7030300_small_1554926702.jpg,https://cdn-files.apstatic.com/hike/7030300_smallMed_1554926702.jpg,https://cdn-files.apstatic.com/hike/7030300_sqsmall_1554926702.jpg,47.4342,19.5,"Skykomish, Washington",-121.1863,2826,Spectacle Lake,6,5.0,It got its name for a reason – the views and remote location make this trek well worth the effort.,Featured Hike,https://www.hikingproject.com/trail/7029540/spectacle-lake
27,3157,2019-06-12 07:38:58,Snowy - Snow at 5500 ft. Clear all the way through Royal Lake campsites. Upper sites had patches of snow.,Minor Issues,-3155,blueBlack,5663,7016845,https://cdn-files.apstatic.com/hike/7053086_medium_1555697886.jpg,https://cdn-files.apstatic.com/hike/7053086_small_1555697886.jpg,https://cdn-files.apstatic.com/hike/7053086_smallMed_1555697886.jpg,https://cdn-files.apstatic.com/hike/7053086_sqsmall_1555697886.jpg,47.8775,15.3,"Sequim, Washington",-123.137,2505,Royal Basin Out and Back,10,4.8,An often overlooked route from the Upper Dungeness Trailhead to Royal Basin.,Featured Hike,https://www.hikingproject.com/trail/7016845/royal-basin-out-and-back
28,3344,2019-05-27 09:34:21,Snowy - Trailhead still closed from road washouts some time ago. The old road in is now gated so completely unaccessible by vehicle. Parking at the gate is a 2-2.5 mile walk to the trailhead. Lots of snow above 4000 ft. Once on and over the pass still several feet of snow. Route can be slightly difficult to follow at times although markers were placed in the trees pretty regularly. Lake is still frozen.,Bad / Closed,-3343,blueBlack,4662,7005405,https://cdn-files.apstatic.com/hike/7004793_medium_1554310804.jpg,https://cdn-files.apstatic.com/hike/7004793_small_1554310804.jpg,https://cdn-files.apstatic.com/hike/7004793_smallMed_1554310804.jpg,https://cdn-files.apstatic.com/hike/7004793_sqsmall_1554310804.jpg,47.9149,7.7,"Skykomish, Washington",-121.3126,1958,Blanca Lake,13,4.7,Journey to a downright gorgeous alpine lake!,Featured Hike,https://www.hikingproject.com/trail/7005405/blanca-lake
29,1073,2019-04-28 12:59:07,Mostly Dry,All Clear,-1073,blue,1244,7045200,https://cdn-files.apstatic.com/hike/7042671_medium_1555106780.jpg,https://cdn-files.apstatic.com/hike/7042671_small_1555106780.jpg,https://cdn-files.apstatic.com/hike/7042671_smallMed_1555106780.jpg,https://cdn-files.apstatic.com/hike/7042671_sqsmall_1555106780.jpg,48.4678,3.6,"Anacortes, Washington",-122.6296,390,Mount Erie Summit,4,5.0,Explore this winding forest route to the summit of Mount Erie.,Featured Hike,https://www.hikingproject.com/trail/7045200/mount-erie-summit
30,1016,1970-01-01 00:00:00,,Unknown,-1016,blue,7166,7002240,https://cdn-files.apstatic.com/hike/7011445_medium_1554559400.jpg,https://cdn-files.apstatic.com/hike/7011445_small_1554559400.jpg,https://cdn-files.apstatic.com/hike/7011445_smallMed_1554559400.jpg,https://cdn-files.apstatic.com/hike/7011445_sqsmall_1554559400.jpg,46.9147,6.0,"Eatonville, Washington",-121.6424,6403,Mount Fremont,12,4.7,A lovely hike to an old firetower atop Mount Fremont.,Featured Hike,https://www.hikingproject.com/trail/7002240/mount-fremont
31,469,2019-06-15 09:22:25,,All Clear,-430,blue,349,7047354,https://cdn-files.apstatic.com/hike/7044222_medium_1555109836.jpg,https://cdn-files.apstatic.com/hike/7044222_small_1555109836.jpg,https://cdn-files.apstatic.com/hike/7044222_smallMed_1555109836.jpg,https://cdn-files.apstatic.com/hike/7044222_sqsmall_1555109836.jpg,47.655,4.9,"Bainbridge Island, Washington",-122.5133,11,Cross Island Trail,6,4.8,This is a coast-to-coast trail on Bainbridge Island with great views all along the way.,Featured Hike,https://www.hikingproject.com/trail/7047354/cross-island-trail
32,9095,1970-01-01 00:00:00,,Unknown,-9090,black,6847,7056967,https://cdn-files.apstatic.com/hike/7052531_medium_1555695603.jpg,https://cdn-files.apstatic.com/hike/7052531_small_1555695603.jpg,https://cdn-files.apstatic.com/hike/7052531_smallMed_1555695603.jpg,https://cdn-files.apstatic.com/hike/7052531_sqsmall_1555695603.jpg,48.0719,43.3,"Stehekin, Washington",-120.85,2747,Spider Gap - Buck Creek Pass Loop,2,5.0,A spectacular 3-4 day backpack through the Glacier Peak Wilderness.,Featured Hike,https://www.hikingproject.com/trail/7056967/spider-gap-buck-creek-pass-loop
33,638,2019-04-21 08:42:51,Mostly Dry,All Clear,-638,greenBlue,408,7047762,https://cdn-files.apstatic.com/hike/7045134_medium_1555531895.jpg,https://cdn-files.apstatic.com/hike/7045134_small_1555531895.jpg,https://cdn-files.apstatic.com/hike/7045134_smallMed_1555531895.jpg,https://cdn-files.apstatic.com/hike/7045134_sqsmall_1555531895.jpg,48.417,4.3,"Anacortes, Washington",-122.644,106,5 Wonders Trail,2,5.0,A hike that includes the very best of the area.,Featured Hike,https://www.hikingproject.com/trail/7047762/5-wonders-trail
34,5045,1970-01-01 00:00:00,,Unknown,-5045,blueBlack,5897,7013753,https://cdn-files.apstatic.com/hike/7029242_medium_1554924034.jpg,https://cdn-files.apstatic.com/hike/7029242_small_1554924034.jpg,https://cdn-files.apstatic.com/hike/7029242_smallMed_1554924034.jpg,https://cdn-files.apstatic.com/hike/7029242_sqsmall_1554924034.jpg,47.4924,13.1,"Hoodsport, Washington",-123.2103,930,Big Creek Campground to Mt. Ellinor Ascent,10,4.6,The long way to climb Mt. Ellinor.,Featured Hike,https://www.hikingproject.com/trail/7013753/big-creek-campground-to-mt-ellinor-ascent
35,4742,1970-01-01 00:00:00,,Unknown,-4724,blueBlack,6362,7055052,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9328,15.8,"Eatonville, Washington",-121.8638,2469,Spray Park Loop,2,5.0,A beautiful loop north of Mt. Rainier.,Featured Hike,https://www.hikingproject.com/trail/7055052/spray-park-loop
36,3055,2019-07-02 07:04:17,Mostly Dry,All Clear,-3054,blueBlack,5113,7004826,https://cdn-files.apstatic.com/hike/7005554_medium_1554312370.jpg,https://cdn-files.apstatic.com/hike/7005554_small_1554312370.jpg,https://cdn-files.apstatic.com/hike/7005554_smallMed_1554312370.jpg,https://cdn-files.apstatic.com/hike/7005554_sqsmall_1554312370.jpg,47.4247,8.2,"Riverbend, Washington",-121.5834,2216,Bandera Mountain,10,4.6,"Awesome views of Mt. Rainier, Mt. Adams, and the whole Snoqualmie Pass region.",Featured Hike,https://www.hikingproject.com/trail/7004826/bandera-mountain
37,1424,1970-01-01 00:00:00,,Unknown,-1547,blueBlack,356,7045042,https://cdn-files.apstatic.com/hike/7045627_medium_1555532964.jpg,https://cdn-files.apstatic.com/hike/7045627_small_1555532964.jpg,https://cdn-files.apstatic.com/hike/7045627_smallMed_1555532964.jpg,https://cdn-files.apstatic.com/hike/7045627_sqsmall_1555532964.jpg,48.4054,33.7,"Oak Harbor, Washington",-122.6447,2,Pacific Northwest National Scenic Trail: Deception Pass-Keystone,1,5.0,The Whidbey Island portion of the Pacific Northwest National Scenic Trail.,Featured Hike,https://www.hikingproject.com/trail/7045042/pacific-northwest-national-scenic-trail-deception-pass-keystone
38,4080,1970-01-01 00:00:00,,Unknown,-4104,black,5868,7002179,https://cdn-files.apstatic.com/hike/7009926_medium_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_small_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_smallMed_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_sqsmall_1554397459.jpg,46.7659,14.4,"Eatonville, Washington",-121.6347,3064,Indian Bar,2,5.0,"A nice one, or two-day, journey to one of the park's legendary spots - Indian Bar.",Featured Hike,https://www.hikingproject.com/trail/7002179/indian-bar
39,1438,1970-01-01 00:00:00,,Unknown,-1438,greenBlue,1492,7022914,https://cdn-files.apstatic.com/hike/7027996_medium_1554917364.jpg,https://cdn-files.apstatic.com/hike/7027996_small_1554917364.jpg,https://cdn-files.apstatic.com/hike/7027996_smallMed_1554917364.jpg,https://cdn-files.apstatic.com/hike/7027996_sqsmall_1554917364.jpg,47.5519,8.2,"Seabeck, Washington",-122.8266,669,Green Mountain Loop,8,4.6,"A beautiful, forested loop that travels up climbs and through rolling terrain.",Featured Hike,https://www.hikingproject.com/trail/7022914/green-mountain-loop
40,534,2019-05-06 19:40:20,Dry,All Clear,-534,blue,110,7048076,https://cdn-files.apstatic.com/hike/7042610_medium_1555106658.jpg,https://cdn-files.apstatic.com/hike/7042610_small_1555106658.jpg,https://cdn-files.apstatic.com/hike/7042610_smallMed_1555106658.jpg,https://cdn-files.apstatic.com/hike/7042610_sqsmall_1555106658.jpg,48.4182,4.1,"Anacortes, Washington",-122.6625,11,Rosario to the Points and Back,5,4.8,"An awesome route from Rosario Beach to Lottie and Lighthouse Points, and back.",Featured Hike,https://www.hikingproject.com/trail/7048076/rosario-to-the-points-and-back
41,1266,2019-05-12 15:43:56,Dry - Hiked morning of 5-12-19. Kudos to the folks who have put effort into maintaining the trail. It was a fantastic experience!!!,All Clear,-1299,blueBlack,519,7047788,https://cdn-files.apstatic.com/hike/7044682_medium_1555530856.jpg,https://cdn-files.apstatic.com/hike/7044682_small_1555530856.jpg,https://cdn-files.apstatic.com/hike/7044682_smallMed_1555530856.jpg,https://cdn-files.apstatic.com/hike/7044682_sqsmall_1555530856.jpg,48.6085,37.8,"Bow, Washington",-122.4333,3,Pacific Northwest National Scenic Trail: Oyster Dome-Deception Pass,1,5.0,The Oyster Dome to Deception Pass section of the stunning PNNST.,Featured Hike,https://www.hikingproject.com/trail/7047788/pacific-northwest-national-scenic-trail-oyster-dome-deception-pass
42,268,1970-01-01 00:00:00,,Unknown,-267,greenBlue,246,7029041,https://cdn-files.apstatic.com/hike/7029758_medium_1554925195.jpg,https://cdn-files.apstatic.com/hike/7029758_small_1554925195.jpg,https://cdn-files.apstatic.com/hike/7029758_smallMed_1554925195.jpg,https://cdn-files.apstatic.com/hike/7029758_sqsmall_1554925195.jpg,48.1423,2.5,"Port Townsend, Washington",-122.782,12,Fort Worden Historic Bunker,1,5.0,Head through history as you look back to the early 20th century in these amazing cement bunker ruins.,Featured Hike,https://www.hikingproject.com/trail/7029041/fort-worden-historic-bunker
43,4289,1970-01-01 00:00:00,,Unknown,-4289,black,8322,7053210,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9332,12.4,"Eatonville, Washington",-121.8647,4727,Echo Rock and Observation Rock,1,5.0,A really fun off-trail scramble/hike in Mt. Rainier National Park.,Featured Hike,https://www.hikingproject.com/trail/7053210/echo-rock-and-observation-rock
